feat_1,feat_2,id,target,word
0.07736767096358621,-0.5749274433938356,0824,1.0122050914330925,bar
-0.3012502851388156,-0.10151578994597343,0815,0.06912211546916613,bar
-6.202220886583033,1.6396733401281387,5921,-10.82750279754182,baz
-0.265196909041552,-2.4597633303908135,5730,-4.570818365381432,foo
-2.8670351291565623,-2.377989860009934,4855,-2.5599310548009173,qux
3.9983210900633317,-4.664812120895417,7461,2.602163612907324,foo
-2.1684780884944193,0.12932997537217972,7630,6.544496525555363,bar
-2.0766101176866747,-3.1649861774398733,9256,-3.810120622215372,qux
2.7758194460338137,-0.13005876226898616,2127,2.245311771292803,baz
4.481885107686045,1.6621872310377566,4234,16.328844579627134,foo
3.36385818175937,1.005781508655517,8739,13.064547813889037,foo
-0.5220913334523487,-1.3517178677897295,8578,-0.8093060019895688,qux
0.5550088809943976,-2.8345384928624835,3479,-5.918665420225258,bar
-1.5616595773767576,-0.6303122891000585,4424,2.39838880809371,bar
0.0769631751985218,0.28403843030119824,5031,1.5602472459796741,bar
-2.255386827558662,-0.9217725110290003,5747,-0.3015238874897249,qux
1.6016584600200163,-3.1900392137861395,9506,-0.5203777713234106,foo
-1.8891900287276777,2.0331884335769814,8087,0.21713998459249506,foo
-2.448867558974495,0.0026378649069056515,4660,7.6575954480885295,bar
-3.3685464850365197,3.383837247235573,5853,-3.411205555831014,foo
2.1563597727056627,1.3396825053088843,7504,-4.801090328879039,bar
-4.140279753467976,1.092555536915258,7122,13.092858074926239,bar
-1.7508027993427429,-0.0801214516562404,9779,9.483943820215583,bar
-1.2108063096061263,-2.2109587864728253,6441,-4.087510766135497,qux
-1.7323490221468574,4.385540875244287,7887,4.176439212432959,foo
-4.035310340694322,-2.697796979450639,7883,-1.6961113529991354,qux
3.057681960557954,-0.035268505273859496,5853,4.7288645982133515,baz
-1.8295252345947253,-2.284272225531698,4983,-9.86723206719139,foo
0.4156096265753304,0.6156611315448652,6089,2.2856761107311323,bar
1.8933794694121961,5.59788972409418,9941,-8.479549728455106,baz
3.8892346307091143,3.5770185403455996,0047,18.882981096496895,foo
-2.156510772142986,2.5474115344318586,5469,-6.514990209934279,baz
-0.22215217001718468,-1.9369183630206837,3839,-4.107093224400456,qux
-0.39265457351907174,-0.03129511214525438,7913,0.4977225143712052,bar
2.875254819782637,0.015075294402907335,8115,2.4273483656877755,baz
-2.87685143582539,-1.3826075036813013,5298,0.8867112111347335,qux
-1.5468921645130216,-2.2037590163387923,4144,-3.514154556381289,qux
9.120446991870413,-0.5097492946724573,0104,26.819339641520273,foo
-0.05747111488910972,0.21847887994257076,0399,0.39025726914745595,bar
1.5096362219101165,4.567316997645731,3088,13.061656920270226,foo
2.2059672785177917,0.7205039545915158,8910,7.3139457792180975,foo
